index,index,text
994,994,"- More hysterical DSRL videos featuring Donald Trump and "" Double Trump "" plus enter Golden Lick Race Sweepstakes :"
995,995,"Don ' t forget to enter the "" Think Like A Champion "" signed book and keychain contest :"
996,996,He is out of real solutions - - @ BarackObama ' s job bill is nothing more than a tax increase .
997,997,My appearance on @ foxandfriends from today . . . .
998,998,Reports are that basketball great Kobe Bryant and three others have been killed in a helicopter crash in California . That is terrible news !
999,999,Joe Biden wanted the date for the Democrat National Convention moved to a later time period . Now he wants a “ Virtua …
1000,1000,"Welcome back to Earth , @ Astro_Christina , and congratulations on breaking the female record for the longest stay in …"
1001,1001,Oil is starting to rise again despite the horrible times . OPEC continues to rip us off . Not worth $ 30 . New leadership needed .
1002,1002,My new book Midas Touch in stores now . . . . # trumpvlog
1003,1003,I will be watching . HAVE A GREAT EASTER !
1004,1004,The only way to spread economic growth is to lower taxes and end unfriendly regulatory practices .
1005,1005,The Republicans should NOT give @ BarackObama the authority to raise the debt another $ 1 . 2Trillion ( cont )
1006,1006,He says he will spend $ 1 B to get re - elected : @ BarackObama . I can match him - - preserving my options .
1007,1007,Amazing how the Fake News never covers this . No Interest on Student Loans . The Dems are just talk !
1008,1008,God Bless the USA !
1009,1009,"Thank you @ JackBrewerBSI . We ’ re with you all the way . The American people know what ’ s going on , they totally get it …"
1010,1010,""" I believe this book will rock a lot of people . Don ' t just read # TImeToGetTough but share it with your friends and family ! "" - RushLimbaugh"
1011,1011,The Democrats in the Super Committee want to raise taxes first in deficit talks . Huge mistake . Cut wasteful spending first .
1012,1012,Great conversation with President Lenin Moreno of the Republic of Ecuador . We will be sending them desperately need …
1013,1013,"Call me old school , but I believe in the old warrior ' s credo that "" to the victor go the spoils . "" In other word … ( cont )"
1014,1014,"Be sure to tune in for Melania ' s second QVC show for "" Melania Timepieces & Jewelry "" tonight , live from 9 - 10 pm on QVC"
1015,1015,Why did we spend billions of our money on Libya if we are not going to get any of the country ' s oil ? What do we get out of this ?
1016,1016,"Iraq ' s Army Chief of Staff is already seeking "" Stronger "" Ties with Iran . Once we leave , Iran will take over Iraq ."
1017,1017,White House news conference at 5 : 30 P . M . Eastern . Thank you !
1018,1018,The Federal government has increased its employment by 12 % since 2007 . We need to stop replacing retired workers unless position is needed .
1019,1019,". . . . economy was shuttered . This is unprecedented , it is unsettling and challenging but , we will rise to meet the oc …"
1020,1020,"Hope the FDA can approve Mask Sterilization equipment ASAP . As per Governor @ MikeDeWine , there is a company in Ohio …"
1021,1021,@ LindseyGrahamSC
1022,1022,Not good !
1023,1023,When will the US government finally classify China as a currency manipulator ? China is robbing us blind and @ BarackObama defends them .
1024,1024,"If @ BarackObama wanted the "" Super Committee "" to succeed , he would have lead . Instead he has been campaigning . Where is the leadership ?"
1025,1025,"@ nytimes “ The Votes Were A Resounding Victory For Mr . Trump . ” True , but the Impeachment Hoax was just a continuatio …"
1026,1026,"Check out my new book "" Time To Get Tough : Making America # 1 Again """
1027,1027,". . . . I have seen some of the regulations being circulated , including those being contemplated by Congress , and they …"
1028,1028,Welcome back James !
1029,1029,GREAT news this week regarding the Keystone XL Pipeline – moving forward with fantastic paying CONSTRUCTION jobs fo …
1030,1030,"Thank you Sara . Keep writing , great talent !"
1031,1031,Kerry & amp ; Murphy illegally violated the Logan Act . This is why Iran is not making a deal . Must be dealt with strongly !
1032,1032,"The WALL is well under construction . So far we ’ re up to 129 miles , and by early next year we will have 500 miles co …"
1033,1033,Happy National Vietnam War Veterans Day to all of our Vietnam era Veterans . You have earned our gratitude and thank …
1034,1034,"Sorry Fake News , it ’ s all on tape . I banned China long before people spoke up . Thank you @ OANN"
1035,1035,Mitt Romney did great in the debate last night .
1036,1036,"A simplified tax code would spur economic growth and help create jobs . Unfortunately , Washington is incapable of simplifying anything ."
1037,1037,"Stop calling my office to do your show , I have more important things to do with my time - - - nobody ' s watching you ! @ lawrence"
1038,1038,"Congratulations to former Governor of New Jersey , Chris Christie , and all others involved , on a complete and total …"
1039,1039,". . . . The USA was never set up for this , just look at the catastrophe of the H1N1 Swine Flu ( Biden in charge , 17 , 000 …"
1040,1040,"Tom "" marbles in his mouth "" Brokaw once thanked me for the great success of the Apprentice for NBC . Now , he calls ( cont )"
1041,1041,. @ OANN A key CoronaVirus Model is now predicting far fewer deaths than the number shown in earlier models . That ’ s …
1042,1042,Our worst threat to unemployment is @ ObamaCare . It will also destroy our country ' s basic standards .
1043,1043,“ I don ’ t think there ’ s any chance whatsoever of Senator Sanders defeating President Trump . ” Mini Mike Bloomberg . Mi …
1044,1044,"Crazy “ Nancy Pelosi , you are a weak person . You are a poor leader . You are the reason America hates career politici …"
1045,1045,A very biased “ journalist ” .
1046,1046,"Our GREAT Senator from South Carolina , @ SenatorTimScott just released a fantastic new book , “ OPPORTUNITY KNOCKS : Ho …"
1047,1047,Spoke to Governor @ GavinNewsom early this morning about the cruise ship quarantined off the California Coast . Coron …
1048,1048,Tweet me more of your questions to answer in the next video . . . .
1049,1049,Cut him off now !
1050,1050,Check out
1051,1051,I will be doing a News Conference live from the @ WhiteHouse at 5 : 00 P . M . ( Eastern ) to discuss the mtg of the G20 Le …
1052,1052,"As of September 30th , we have a record trade deficit with China of over $ 217Billion . They are ripping us off . # TimeToGetTough"
1053,1053,"I like Russell Brand , but Katy Perry made a big mistake when she married him . Let ' s see if I ' m right - - - I hope not ."
1054,1054,@ BarackObama is trying to pass another stimulus after the first was a complete failure . Does he really believe we are that stupid ?
1055,1055,The White House is continuing to be openly uncooperative with the Fast and Furious investigation . American lives were lost . We need answers .
1056,1056,China has just announced a doubling in the number of their deaths from the Invisible Enemy . It is far higher than t …
1057,1057,Will be starting The White House news conference at 5 : 15 P . M . Eastern .
1058,1058,Why did @ BarackObama let Iran keep our drone ? Now it is going straight to the Chinese . He should have taken it out .
1059,1059,Newly released emails prove that scientists have manipulated data on global warming . The data is unreliable .
1060,1060,The Wall Street Journal Editorial Board doesn ’ t have a clue on how to fight and win . Their views on Tariffs & amp ; Trade …
1061,1061,Just another Shifty Schiff leak . Isn ’ t there a law about this stuff ?
1062,1062,Both @ Rosie and @ RonPaul think America is responsible for 9 / 11 . ( cont )
1063,1063,"Well run States should not be bailing out poorly run States , using CoronaVirus as the excuse ! The elimination of Sa …"
1064,1064,"As per recent Federal Court ruling , the Federal Government will be withholding funds from Sanctuary Cities . They sh …"
1065,1065,"The CBO has confirmed that @ BarackObama ' s stimulus "" crowds out "" private investment while not creating any jobs ."
1066,1066,"Last week the Fake News said that a section of our powerful , under construction , Southern Border Wall “ fell over ” , …"
1067,1067,He @ marcorubio is right - @ BarackObama is turning America into a deadbeat nation with his reckless and dangerous ( cont )
1068,1068,Be sure to watch my interview on @ Gretawire tonight !
1069,1069,White House news conference at 5 : 45 P . M . Eastern . Thank you !
1070,1070,We must stand firm against the UN ' s ploy to sabotage Israel - - - if the UN grants the PA statehood then we must immediately defund it .
1071,1071,"We did it once , we will quickly do it a second time !"
1072,1072,"Remember , will be at Daytona 500 tomorrow !"
1073,1073,""" . . . these days . . . we could all use a little of the power of Trumpative thinking . "" – BarnesandNoble . com"
1074,1074,I signed over 5000 copies of my new book # TimeToGetTough this weekend - - - hand hurts but met many great people .
1075,1075,@ BarackObama played golf yesterday . Now he heads to a 10 day vacation in Martha ' s Vineyard . Nice work ethic .
1076,1076,"Another FALSE ad by the Do Nothing Democrats . Almost all of their ads are False or Misleading , and the Fake News lo …"
1077,1077,"KEEPING COMMERCIAL ESTABLISHMENTS SAFE , ENCOURAGE YOUR EMPLOYEES AND CUSTOMERS TO . . . ."
1078,1078,@ BarackObama ' s Jobs Plan sure looks like a Tax Increase Plan to me .
1079,1079,"“ The Obama White House had to immediately issue an apology for Joe Biden ’ s remarks , and any alarm that he might hav …"
1080,1080,"Tune in tonight at 9 pm on TV One for "" The Ultimate Merger "" starring the one and only Omarosa and twelve brave bachelors . . ."
1081,1081,. @ LouieGohmertTX1 is a Fantastic Republican from the Great State of Texas ! He fully supports our # MAGA and # KAG Age …
1082,1082,"We need a dealmaker in the White House , who knows how to think innovatively and make smart deals . # TimeToGetTough ."
1083,1083,. @ gayletrotter “ To this day the establishment media have not admitted that they were wrong and the President was right . ” @ FoxNews
1084,1084,"After having been treated unbelievably unfairly in the House , and then having to endure hour after hour of lies , fr …"
1085,1085,SOCIAL DISTANCING !
1086,1086,"Thank you , keep up the great work !"
1087,1087,2012 is the most important election of my lifetime . @ BarackObama must be defeated .
1088,1088,We have now learned for sure that the Democrats don ’ t want anything to do with Crazy Bernie . Rigged ? First …
1089,1089,Vote for the next Miss USA . . . # VEGASusa11 # MissUSA
1090,1090,Had a great call with Catholic Leaders and Educators earlier today . I will be online tomorrow at 10 : 15 A . M . ( Easter …
1091,1091,I am fully prepared to use the full power of the Federal Government to deal with our current challenge of the CoronaVirus !
1092,1092,". . . . We will always be there for our Great Farmers , Cattlemen , Ranchers , and Producers !"
1093,1093,"Check out Ivanka ' s new FaceBook page and keep up with what ' s happening - - from The Celebrity Apprentice , to jewlery to free tickets and more . ."
1094,1094,Wake Up America - - China is eating our lunch .
1095,1095,"The Washington Establishment will never rein in government spending , waste , fraud and abuse . A great thinker and outsider is needed ."
1096,1096,Ex - Presidential Pollster Pat Cadell says most voters sick of both parties and their failure .
1097,1097,Gallup just gave us the highest rating ever for the way we are handling the CoronaVirus situation . The April 2009 - 1 …
1098,1098,Who are the four prosecutors ( Mueller people ? ) who cut and ran after being exposed for recommending a ridiculous 9 …
1099,1099,All Democrats should watch this !
1100,1100,Olympic Gold Medalist Evan Lysacek just left my office . He is in town and wanted to meet me - - he ' s a fanastic guy and a true champion .
1101,1101,"Look , here ' s the deal : @ BarackObama has been a total disaster . He has spent this country into the ground and destroyed jobs # TimeToGetTough"
1102,1102,Invoke “ P ” means Defense Production Act !
1103,1103,". . . . during his hopeless “ presidential ” campaign . They will remain silent ! The fact is , when Mini losses , he will be …"
1104,1104,""" Sadly , when it comes to using the energy industry to create American jobs , Obama has been a total disaster . "" # TimeToGetTough"
1105,1105,Insurgents in Iraq show they can still mount horrifying attacks - - - US wastes trillions .
1106,1106,"After years building up other countries , we are finally rebuilding OUR Country . From our inner cities to our rural …"
1107,1107,""" We win in our lives by having a champion ' s view of each moment . "" - - Donald J . Trump"
1108,1108,"@ VPBiden is actually right for once : Biden : "" Voters should blame Obama , not Bush , for economy . """
1109,1109,Don ' t forget the open call at Trump Tower tomorrow for The Apprentice . I look forward to seeing you there .
1110,1110,The greatest threat to our security is our debt . It is already past 100 % GDP . We need to make real budget cuts .
1111,1111,"My interview with @ IngrahamAngle discussing @ THEHermanCain , @ BarackObama ' s mistreatment of Israel and GOP 2012 ."
1112,1112,I will be making a public statement tomorrow at 12 : 00pm from the @ WhiteHouse to discuss our Country ’ s VICTORY on the Impeachment Hoax !
1113,1113,I play golf to relax . My company is in great shape . @ BarackObama plays golf to escape work while America goes down the drain .
1114,1114,I will be having a 1 : 30 P . M . Press Conference at the White House to discuss the latest CoronaVirus developments . Thank you !
1115,1115,DRAIN THE SWAMP !
1116,1116,My Administration is committed to protecting the Homeland from the scourge of narco - terrorists and traffickers seek …
1117,1117,"Congratulations to Alyssa Campanella , Miss California - - - our new MIss USA !"
1118,1118,"True , but we are getting it all done !"
1119,1119,Just told that Fake News @ CNN is falsely reporting that I was recently shouting at my campaign manager over made up …
1120,1120,"Govt . collapsing in Iraq only 2 weeks after withdrawal of our troops . Sadly , I called this one and please remember , I alone called it ."
1121,1121,The only reason the U . S . has reported one million cases of CoronaVirus is that our Testing is sooo much better than …
1122,1122,If you stop by Trump Tower ( Fifth Avenue between 56th and 57th Streets ) you can buy a pre - signed copy of # TimeToGetTough .
1123,1123,"@ BarackObama , the habitual vacationer , called America "" lazy "" this past weekend while in Hawaii ."
1124,1124,Mini Mike Bloomberg is playing poker with his foolhardy and unsuspecting Democrat rivals . He says that if he loses …
1125,1125,"Thank you Iowa , I love you !"
1126,1126,"“ There is no evidence of a crime . ” Robert Charles , Fmr Asst Secy of State . The crimes were committed by the other side !"
1127,1127,If only @ Obama was as focused on balancing the budget as he is on weakening Israel ' s borders then America would be on the path to solvency .
1128,1128,Mitt Romney is right about the Chinese rip - off of America .
1129,1129,Malfeasance at Fannie Mae and Freddie Mac helped cause our current financial meltdown .
1130,1130,"Mini Mike , you ’ re easy !"
1131,1131,There is tremendous CoronaVirus testing capacity in Washington for the Senators returning to Capital Hill on Monday …
1132,1132,I believe America can be great only with proper leadership .
1133,1133,China hacked the U . S . Chamber of Commerce and now has the information of all 3 million members . China keeps ( cont )
1134,1134,Today is National # MedalofHonorDay . Join me in a # MomentofHonor to remember those who have earned our Nation ' s high …
1135,1135,See the great things @ donaldjtrumpjr @ ivankatrump @ erictrump have been working on . . . .
1136,1136,Reminder : The Miss Universe competition will be LIVE from the Bahamas - Tonight @ 9pm ( EST ) on NBC :
1137,1137,@ BarackObama sold guns to the Mexican drug cartels . They were used in the murders of Americans . Where is the outrage ?
1138,1138,Trump Tycoon App for iPhone & iPod Touch - It ' s $ 2 . 99 but the advice is priceless !
1139,1139,. . . . have been stocked up and ready long before this crisis hit . Other states are thrilled with the job we have done …
1140,1140,THANK YOU VERMONT ! # KAG2020
1141,1141,"The Democrats & amp ; Shifty Schiff , whose presentation to the Senate was loaded with lies and misrepresentations , are re …"
1142,1142,"Hey @ SnoopDogg @ ItstheSituation @ SethMacFarlane : Oh , I ' m real scared . # TrumpRoast airs tonight at 10 : 30 / 9 : 30 on @ Comedy Central ."
1143,1143,"Shifty Adam Schiff is a CORRUPT POLITICIAN , and probably a very sick man . He has not paid the price , yet , for what …"
1144,1144,Watch my wife Melania Trump tonight on @ QVC at 1 a . m . So proud of her !
1145,1145,THANK YOU UTAH ! # KAG2020
1146,1146,. . . . . a very dark and lonely path ! Your reputation will never be the same !
1147,1147,Thousands of e - mails from folks urging me to seek the Americans Elect Presidential nomination .
1148,1148,Such a great family !
1149,1149,The White House is predicting 9 % unemployment throughout 2012 – and when Obama Care takes effect in 2014 expect it to go even higher .
1150,1150,"Celebrity Apprentice returns to NBC , Sunday , 3 / 14 , 9 - 11PM ET / PT . Outstanding list of celebrities & season should be the best one yet !"
1151,1151,. @ TripleH is a total winner !
1152,1152,A - Rod is a less than average baseball player now that he is unable to use drugs . A - Rod misrepresented to th … ( cont )
1153,1153,"Golf Channel & Donald Trump ' s World of Golf host a Celebrity Match 1 / 25 @ TNGC LA , CA - Mark Wahlberg vs . Kevin Dillon"
1154,1154,I am pleased to announce that Congressman Mark Meadows will become White House Chief of Staff . I have long known an …
1155,1155,South Carolina was GREAT . A BIG & amp ; REALLY ENTHUSIASTIC CROWD !
1156,1156,"Ronald Kessler ' s new book "" The Secrets of the FBI "" is a great book that should be read by everyone ."
1157,1157,From Donald Trump : Andrea Bocelli @ Mar - a - Lago - Many say best night of entertainment in long history of Palm Beach
1158,1158,"THe Art of the Deal - - "" The best thing you can do is deal from strength , and leverage is the biggest strength you have . "" CUT , CAP and BALANCE ."
1159,1159,Thank you !
1160,1160,"If "" The Art of the Deal "" is a must read then # TimeToGetTough "" is my opus . It is available Dec 5th !"
1161,1161,"Could somebody at @ foxnews please explain to Trump hater A . B . Stoddard ( zero talent ! ) and @ TeamCavuto , that I won e …"
1162,1162,"Republicans are fighting for citizens from every background , every community , & amp ; every walk of life . We are the part …"
1163,1163,"If ObamaCare is not repealed then we can expect stagnant growth , long term unemployment and record high premiums ."
1164,1164,"My interview on @ WOR710 with Jon Gambling discussing # TimeToGetTough , meeting @ NewtGingrich and the 2012 election"
1165,1165,Your questions about my desk answered in today ' s # trumpvlog . . .
1166,1166,"from Donald Trump : "" I saw Lady Gaga last night and she was fantastic ! """
1167,1167,"Congressman @ Troy_Balderson is doing a GREAT job for the People of Ohio ! He will always Protect your # 2A , Defend ou …"
1168,1168,"Today , it was my great honor to address the @ LatinoCoalition Legislative Summit . With the hard work , love & amp ; devotio …"
1169,1169,"I ' ll be appearing on Larry King Live for his final show , Thursday night at 9 p . m . , CNN . Larry ' s been on TV for 25 years . . ."
1170,1170,". . . . get even for all of their many failures . You see , these loser types don ’ t care about 252 new Federal Judges , 2 …"
1171,1171,"Carlos will win big , very exciting . Great for Florida , great for USA ! He has my complete and total Endorsement !"
1172,1172,"Tonight ' s episode of The Apprentice is one of the best ever - - we ' re down to the final 3 , and it ' s high excitement all the way . 10 pm on NBC ."
1173,1173,". . . . Today , @ FLOTUS and I encourage all Americans to cherish and honor the memory of those we have lost through acts …"
1174,1174,Impeachment King Steyer ( how did that work out ? ) spent 200 Million Dollars and got less than 1 % of the vote in Iowa …
1175,1175,Hey @ realjeffreyross @ whitney cummings @ lisalampanelli : you call yourselves comedians ? # TrumpRoast tonight 10 : 30 / 9 : 30c on @ ComedyCentral .
1176,1176,"Why didn ’ t John Bolton complain about this “ nonsense ” a long time ago , when he was very publicly terminated . He sai …"
1177,1177,@ BarackObama transparently had ATF head Kenneth Melson resign yesterday . . . . Fast and Furious obviously goes all the way to the White House .
1178,1178,Thank you very much to our beautiful “ boaters . ” I will never let you down !
1179,1179,". . . . secondly , he is fulfilling every promise he made , and that is making his opponents apoplectic . They ’ re trying t …"
1180,1180,"Catch me on Fox News right now , my interview with Neil Cavuto"
1181,1181,@ GolfMagazine is having an online competition - vote …
1182,1182,My interview last week with Greta van Susteren is available here in slightly abridged form . Good info to know about .
1183,1183,New study shows 80 % of Congress have no business experience - - it shows !
1184,1184,"To this point , and because we have had a very strong border policy , we have had 40 deaths related to CoronaVirus . I …"
1185,1185,# SOTU2020
1186,1186,How many more billions of dollars will @ BarackObama continue to waste in these solar companies ?
1187,1187,Highly recommended by Governor @ MikeDeWine of Ohio . @ FDA must move quickly !
1188,1188,The Debt is our nation ' s greatest threat . @ BarackObama is out of touch .
1189,1189,"Don ' t forget to watch Larry King tonight , CNN at 9 pm . He ' s a television legend and a great friend . It ' s going to be a fantastic farewell ."
1190,1190,"Congress must approve the deal , without all of the nonsense , today . The longer it takes , the harder it will be to s …"
1191,1191,"Thank you @ Honeywell , great job !"
1192,1192,". . . . Also , according to the Daily Caller , leading Sleepy Joe Biden in Florida , 48 % to 42 % ."
1193,1193,". @ JBPritzker , Governor of Illinois , and a very small group of certain other Governors , together with Fake News @ CNN …"
1194,1194,My appearances on @ todayshow and @ gma
1195,1195,"The Democrat Caucus is an unmitigated disaster . Nothing works , just like they ran the Country . Remember the 5 Bill …"
1196,1196,I NEVER said people that are feeling sick should go to work . This is just more Fake News and disinformation put out …
1197,1197,America needs a tough negotiator - - - not a community organizer .
1198,1198,The worst employee in today ' s # trumpvlog . . .
1199,1199,Not much time to sleep . Thank you !
1200,1200,". . . . Together we are putting into policy a plan to prevent , detect , treat and create a vaccine against CoronaVirus t …"
1201,1201,"Leaving Michigan now , great visit , heading for Iowa . Big Rally !"
1202,1202,"I ' m very proud of the work my son @ EricTrump has been doing with the @ EricTrumpFDN , take a look . . ."
1203,1203,News Conference at White House in 10 minutes .
1204,1204,"I dictate my tweets to my executive assistant and she posts them . "" Time is money "" - - - The Art of the Deal ."
1205,1205,". . . . for the wonderful job he has done , and we look forward to working with him closely , perhaps in another capacity …"
1206,1206,Hope to see you tomorrow in Trump Tower ( 5th Ave betw 56 and 57 ) - - I ' ll be signing copies of my book # TimeToGetTough from noon until 2 pm
1207,1207,"MSDNC ( Comcast Slime ) , @ CNN and others of the Fake Media , have now added Crazy Bernie to the list of Russian Sympat …"
1208,1208,""" It doesn ' t cost any money to think bigger . "" - - The Art of the Deal"
1209,1209,"The habitual vacationer , @ BarackObama , is now in Hawaii . This vacation is costing taxpayers $ 4 milion + + + while there is 20 % unemployment ."
1210,1210,"With unempoyment over 10 % in 2009 , @ BarackObama held an extravagant Alice in Wonderland party . He is a man of the people !"
1211,1211,I ' m sending @ BarackObama an autographed copy of # TimeToGetTough . He could use it .
1212,1212,Rick Perry is a good guy who had a really tough evening . @ RickPerry
1213,1213,China is happy to learn that @ BarackObama plans to borrow another $ 300 Billion . @ BarackObama is their favorite client .
1214,1214,"Thank you David , a lifelong Democrat from Pennsylvania . We will continue MAKING AMERICA GREAT AGAIN and then , KEEP …"
1215,1215,. @ WesleyHuntTX is running for Congress in the Great State of Texas . He will help us accomplish our America First po …
1216,1216,"Elizabeth “ Pocahontas ” Warren , other than Mini Mike , was the loser of the night . She didn ’ t even come close to winn …"
1217,1217,It ' s easy to see why Americans are sick of career politicians and both parties .
1218,1218,"Watch my interview with Greta Van Susteren on her show , On the Record , tonight on Fox News in the 10 p . m . hour ."
1219,1219,"STRONG & amp ; UNITED , WE WILL PREVAIL ! GOD BLESS THE"
1220,1220,"I have done more for farmers and ranchers than any President in history , and it has been my honor in doing so !"
1221,1221,Here ' s my message to @ BarackObama : America is a capitalistic country . Get over it and get on with it ! # TimeToGetTough
1222,1222,"IF OUR FORMALLY TARGETED FARMERS NEED ADDITIONAL AID UNTIL SUCH TIME AS THE TRADE DEALS WITH CHINA , MEXICO , CANADA …"
1223,1223,"# trumpvlog Why I cancelled the "" great debate "" . . . . ."
1224,1224,The S & P are losers . They did this for personal publicity in order to straighten out their terrible reputatio … ( cont )
1225,1225,I will be having a White House Press Conference today at 5 : 30 P . M . Thank you !
1226,1226,"This is an incredible time for our nation — we are in the midst of the Great American Comeback ! Jobs are booming , inc …"
1227,1227,Democrats are blocking a 251 Billion Dollar funding boost for Small Businesses which will help them keep their empl …
1228,1228,". . . . gloves , gowns etc . are now plentiful . The last four Governors teleconference calls have been conclusively stron …"
1229,1229,"Rod Blagojevich did not sell the Senate seat . He served 8 years in prison , with many remaining . He paid a big price …"
1230,1230,I was on CNN
1231,1231,Iran was planning to attack the Israeli and Saudi DC embassies . We should respond accordingly . The diplomatic window is closed .
1232,1232,@ SenateGOP Highest Trump Poll Numbers EVER ! Thank you !
1233,1233,"Thank you Byron . Many polls are much better than this . If it is the Fake News @ washingtonpost , add 10 points !"
1234,1234,Please study this closely . We saved many lives with our fast action on CoronaVirus !
1235,1235,"Congressman @ SteveStivers is doing a terrific job for the People of Ohio ! He defends our Borders , Supports our Vete …"
1236,1236,Thank you James !
1237,1237,"Price transparency is so important for the people of our Country . In many ways , it will prove to be as important as …"
1238,1238,Spent a beautiful weekend golfing at Trump National Golf Club Westchester and Trump National Golf Club Bedminster .
1239,1239,MAKE AMERICA GREAT AGAIN !
1240,1240,Unemployment is plaguing both Black and Hispanic youths . Very troubling .
1241,1241,Off to North Carolina !
1242,1242,"Please only respond by tweet @ lawrence because like everyone else , I don ' t watch your show ."
1243,1243,"I was in San Jose , CA on Saturday for a sit - down interview for the ACN national meeting which was attended by over 20 , 000 people . Huge !"
1244,1244,Our economy cannot stay competitive with policies like these : @ BarackObama is proposing over $ 90 Billion in new regulations .
1245,1245,The latest update on Bret Michaels is that he ' s making every effort to attend the live finale of Celebrity Apprentice on Sunday - - so tune in !
1246,1246,US News named the Top10 best hotels in the US - - and Trump Int ' l Hotel & Tower NYC and Trump Int ' l Hotel & Tower Chicago are on the list !
1247,1247,Republicans and Democrats have both created our economic problems .
1248,1248,"Not good Gregg , but it is what it is . Have to save the airlines !"
1249,1249,Will be doing a press conference today at 5 : 00 P . M . The White House . People are working harder than I have ever see …
1250,1250,"Don ' t forget to tune in tonight for Donald J . Trump ' s Fabulous World of Golf , 9 pm ET , Golf Channel"
1251,1251,""" Know when to walk away from the table . "" The Art of the Deal"
1252,1252,"Will be in the Great State of South Carolina tonight , 7 : 00 P . M . , for a really BIG Rally . Best place to be is a Trump Rally . See you later !"
1253,1253,""" Sleepy "" Chuck Todd of NBC falls far short of the late great Tim Russert ."
1254,1254,# trumpvlog NY Area - Two book signings - Tonight and Thursday . . . .
1255,1255,"Iranian Foreign Minister says Iran wants to negotiate with The United States , but wants sanctions removed . @ FoxNews @ OANN No Thanks !"
1256,1256,Over 120 MILLION Economic Impact Payments have already gone out to hardworking Americans ! If you haven ’ t yet receiv …
1257,1257,""" Under President @ BarackObama , China has experienced unusually fast gains and America unusually fast losses . "" # TimeToGetTough"
1258,1258,Departing for the Great State of North Carolina !
1259,1259,"Rima Fakih , our beautiful Miss USA , rode with me on the Gray Line Ride of Fame yesterday . . ."
1260,1260,". @ PeteHegseth “ Oh bye the way , I appreciate the message from former President Bush , but where was he during Impeac …"
1261,1261,Printing money is neither a short or long term solution to our country ' s economic woes . The Fed is destroyin … ( cont )
1262,1262,Get ready for some excitement - - the live finale of the Celebrity Apprentice is on this Sunday night - - don ' t miss it !
1263,1263,Congratulations to Brandy as our new Apprentice and to Clint for being a great player . It ' s been a terrific season !
1264,1264,"Sleepyeyes Chuck Todd of Meet the Corrupt Press , just had a “ totally ” softball interview with conman Adam Schiff , n …"
1265,1265,"We are doing far more , and better , Testing than any other country in the world , and yet the media does nothing but …"
1266,1266,My interview with @ BarbaraJWalters in her @ ABC special ' Most Fascinating People of 2011 '
1267,1267,Thank you David !
1268,1268,ObamaCare must be fully repealed or it will destroy America ' s small businesses .
1269,1269,"Congratulations to Evan Lysacek for being nominated SI sportsman of the year . He ' s a great guy , and he has my vote ! # EvanForSI"
1270,1270,“ The President has never asked me to do anything in a criminal case . ” A . G . Barr This doesn ’ t mean that I do not ha …
1271,1271,“ The best evidence is the Transcript itself . ” Brad Blakeman @ FoxNews
1272,1272,COVID - 19 UPDATE
1273,1273,"Texas & amp ; Oklahoma : Mini Mike Bloomberg will kill your drilling , fracking and pipelines . Petroleum based “ anything ” i …"
1274,1274,Remember this ? Happy # CincoDeMayo !
1275,1275,"America needs to rebuild our infrastructure . Why are we sending trillions overseas when our own roads , bridge … ( cont )"
1276,1276,The debate was very interesting last night . There were numerous winners and Governor Romney did very well .
1277,1277,"Having been involved in the negotiations , to put it mildly , the number that OPEC + is looking to cut is 20 Million B …"
1278,1278,"So proud of the @ USACEHQ , @ FEMA , and the Federal Government for the 2 , 900 bed hospital they built in 4 days ( way ah …"
1279,1279,The United States looks forward to welcoming Prime Minister @ Netanyahu & amp ; Blue & amp ; White Chairman @ Gantzbe to the …
1280,1280,So much FAKE NEWS !
1281,1281,"Interesting ? By Congress not wanting the special 5 minute testing apparatus , they are saying that they are not “ ess …"
1282,1282,I will be interviewed by @ seanhannity on @ FoxNews at 9 : 10 P . M .
1283,1283,". . . And this despite Fake Witch Hunts , the Mueller Scam , the Impeachment Hoax etc . With our Economy , Jobs , Military , …"
1284,1284,He is destroying our country : @ BarackObama has requested to raise our debt limit to over $ 16 . 4Trillion by the end ( cont )
1285,1285,"Received a very nice call from @ GovTimWalz of Minnesota . We are working closely on getting him all he needs , and fa …"
1286,1286,This is the best deal the Republicans could get ?
1287,1287,Happy birthday to a wonderful man & amp ; friend !
1288,1288,"Wow , Approval Rating in the Republican Party - 96 % . Thank you !"
1289,1289,Failing Michigan Governor must work harder and be much more proactive . We are pushing her to get the job done . I stand with Michigan !
1290,1290,". . . But , just like the people of West Virginia will no longer look at weak & amp ; pathetic Joe Manchin the same ( I got th …"
1291,1291,My interview on @ AmericaNowRadio with Andy Dean . Andy was a contestant on the second season of The Apprentic … ( cont )
1292,1292,"This morning , 450 , 000 protective suits landed in Dallas , Texas . This was made possible because of the partnership o …"
1293,1293,Thank you to the people of Colorado for the warm and gracious notes and letters sent to me for all of the Ventilato …
1294,1294,I was interviewed by Greta Van Susteren today here at Trump Tower . Tune in tonight on Fox News at 10 p . m . … ( cont )
1295,1295,"Great to be in Charlotte , North Carolina as we expand and grow this unprecedented economic momentum . Today , we laun …"
1296,1296,Big Rally in the Great State of South Carolina on Friday . See you there !
1297,1297,"The Crooked DNC is working overtime to take the Democrat Nomination away from Bernie , AGAIN ! Watch what happens to …"
1298,1298,"Sabato got it all wrong last time , never came close to understanding the Trump Voter . Actually it ’ s simple , MAKE AM …"
